Key,한국어원문,위치(Note),en,zh-TW,ja
MLUA_WEAPONTIERDATALOGIC_073,적 100마리 처치 시 Lv.3 페페,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:336,Defeat 100 enemies to unlock Lv.3 Pepe,擊殺100隻敵人後解鎖Lv.3佩佩,敵を100体倒すとLv.3ペペ
MLUA_WEAPONTIERDATALOGIC_074,케이그,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:341,keis geu,kegeu,kegeu
MLUA_WEAPONTIERDATALOGIC_075,드래곤 스태프,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:356,deuraegon Staff,deuraegon 法杖,deuraegon スタッフ
MLUA_WEAPONTIERDATALOGIC_076,쿨타임,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:358,Cooldown,冷卻時間,クールタイム
MLUA_WEAPONTIERDATALOGIC_077,쟈이힌 스태프,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:371,jyais hin Staff,jyahin 法杖,jyahin スタッフ
MLUA_WEAPONTIERDATALOGIC_078,Lv.5 썬더 볼트,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:388,Lv.5 Thunder Bolt,Lv.5 雷電術,Lv.5 サンダーボルト
MLUA_WEAPONTIERDATALOGIC_079,Lv.5 썬더 커터,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:389,Lv.5 Thunder Cutter,Lv.5 雷電 切割,Lv.5 サンダー カッター
MLUA_WEAPONTIERDATALOGIC_080,Lv.5 에너지 볼트,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:390,Lv.5 Energy Bolt,Lv.5 能量 閃電術,Lv.5 エネルギー ボルト
MLUA_WEAPONTIERDATALOGIC_081,Lv.5 페페,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:391,Lv.5 Pepe,Lv.5 企鵝,Lv.5 ペペ
MLUA_WEAPONTIERDATALOGIC_082,무명의 은반지,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:419,mu targetsof   Ring,mu個目標的 戒指,mu体の 指輪
MLUA_WEAPONTIERDATALOGIC_083,여명의 금반지,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:421,yeo targetsof  geumRing,yeo個目標的 geum戒指,yeo体の geum指輪
MLUA_WEAPONTIERDATALOGIC_084,서리꽃 반지,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:423,seorikkoch Ring,seorikkoch 戒指,seorikkoch 指輪
MLUA_WEAPONTIERDATALOGIC_085,천사의 맹세,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:425,cheonsaof  maengse,cheonsa的 maengse,cheonsaの maengse
MLUA_WEAPONTIERDATALOGIC_086,페어리퀸의 눈물,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:427,peeorikwinof  nunmul,peeorikwin的 nunmul,peeorikwinの nunmul
MLUA_WEAPONTIERDATALOGIC_087,심연의 눈동자,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:429,simyeonof  nundongja,simyeon的 nundongja,simyeonの nundongja
MLUA_WEAPONTIERDATALOGIC_088,워 보우,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:435,wo bou,wo bou,wo bou
MLUA_WEAPONTIERDATALOGIC_089,레드 바이퍼,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:436,redeu bais peo,redeu bapeo,redeu bapeo
MLUA_WEAPONTIERDATALOGIC_090,기본 공격 피해량 {P}% 증가,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:436 | RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:438,Basic Attack Damage {P}% Increase,基本 攻擊 傷害 {P}% 增加,基本 攻撃 ダメージ {P}% 増加
MLUA_WEAPONTIERDATALOGIC_091,봉황위궁,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:437,bonghwangwigung,bonghwangwigung,bonghwangwigung
MLUA_WEAPONTIERDATALOGIC_092,적 10마리 처치 시 추가 기본 공격,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:437,Defeat 10 enemies to gain an additional basic attack,擊殺10隻敵人後獲得額外基本攻擊,敵を10体倒すと追加の通常攻撃を獲得
MLUA_WEAPONTIERDATALOGIC_093,골든 아룬드,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:438,Golden arundeu,黃金 arundeu,ゴールデン arundeu
MLUA_WEAPONTIERDATALOGIC_094,메투스,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:439,metuseu,metuseu,metuseu
MLUA_WEAPONTIERDATALOGIC_095,골든 니스록,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:440,Golden niseurok,黃金 niseurok,ゴールデン niseurok
MLUA_WEAPONTIERDATALOGIC_096,기본 공격 시 {P}% 확률로 추가 공격 1회 발동,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:440,Basic attacks have a {P}% chance to trigger 1 additional attack,基本攻擊有{P}%機率觸發1次額外攻擊,通常攻撃時、{P}%の確率で追加攻撃を1回発動
MLUA_WEAPONTIERDATALOGIC_097,양손검,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:445,yangsongeom,yangsongeom,yangsongeom
MLUA_WEAPONTIERDATALOGIC_098,하이랜더,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:446,hais raenmore,haraen更多,haraenさらに
MLUA_WEAPONTIERDATALOGIC_099,공격력 {P}%,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:446 | RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:448,Attackryeok {P}%,攻擊ryeok {P}%,攻撃ryeok {P}%
MLUA_WEAPONTIERDATALOGIC_100,그리스,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:447,geuriseu,geuriseu,geuriseu
MLUA_WEAPONTIERDATALOGIC_101,적 30마리 처치 시 HP {P}% 회복,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:447,Restore {P}% HP when you defeat 30 enemies,擊殺30隻敵人時恢復{P}% HP,敵を30体倒すとHPを{P}%回復
MLUA_WEAPONTIERDATALOGIC_102,그륜힐,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:448,geuryunhil,geuryunhil,geuryunhil
MLUA_WEAPONTIERDATALOGIC_103,청운검,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:449,cheongungeom,cheongungeom,cheongungeom
MLUA_WEAPONTIERDATALOGIC_104,받는 피해 {P}% 감소,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:449 | RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:470,received Damage {P}% Reduction,受到 傷害 {P}% 減少,受ける ダメージ {P}% 減少
MLUA_WEAPONTIERDATALOGIC_105,참화도,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:450,chamhwado,chamhwado,chamhwado
MLUA_WEAPONTIERDATALOGIC_106,HP 30% 이하 시 공격력 {P}% 증가,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:450,Increase Attack by {P}% when HP is 30% or lower,HP低於等於30%時攻擊力增加{P}%,HPが30%以下になると攻撃力{P}%増加
MLUA_WEAPONTIERDATALOGIC_107,삼각 자마다르,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:455,samgak jaeveryreu,samgak ja每reu,samgak jaごとにreu
MLUA_WEAPONTIERDATALOGIC_108,태극부채,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:456,taegeukbuchae,taegeukbuchae,taegeukbuchae
MLUA_WEAPONTIERDATALOGIC_109,게타,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:457,gehits,ge擊,geヒット
MLUA_WEAPONTIERDATALOGIC_110,"몬스터 30마리 처치 시 치명타 확률 {P}% 증가(10초), 지속시간동안 갱신X",RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:457,Defeating 30 monsters increases Critical Chance by {P}% (10s); no refresh during the duration,擊殺30隻怪物時暴擊率增加{P}%（10秒），持續時間內不會刷新,モンスターを30体倒すとクリティカル率{P}%増加（10秒）、持続時間中は更新されない
MLUA_WEAPONTIERDATALOGIC_111,용천권,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:458,yongcheongwon,yongcheongwon,yongcheongwon
MLUA_WEAPONTIERDATALOGIC_112,바키트,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:459,bakiteu,bakiteu,bakiteu
MLUA_WEAPONTIERDATALOGIC_113,블러드 대거,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:460,beulreodeu daegeo,beulreodeu daegeo,beulreodeu daegeo
MLUA_WEAPONTIERDATALOGIC_114,"기본 공격시 {C}% 확률 치명타 피해 {P}% 증가(10초), 지속시간동안 갱신X",RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:460,"Basic Attacksi {C}% Chance Critical Damage {P}% Increase(10s), Durationdongan gaengsinX","基本 攻擊si {C}% 機率 chi個目標擊 傷害 {P}% 增加(10秒), 持續時間dongan gaengsinX","基本 攻撃si {C}% 確率 chi体ヒット ダメージ {P}% 増加(10秒), 持続時間dongan gaengsinX"
MLUA_WEAPONTIERDATALOGIC_115,드라카즈 제복,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:465,deurakajeu jebok,deurakajeu jebok,deurakajeu jebok
MLUA_WEAPONTIERDATALOGIC_116,다크 오로라 로브,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:466,Dark owithra Robe,暗 o以ra 長袍,ダーク oでra ローブ
MLUA_WEAPONTIERDATALOGIC_117,전투 시작 시 최대 HP의 {P}% 보호막 획득,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:466 | RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:478,Gain a shield equal to {P}% of Max HP when battle starts,戰鬥開始時獲得相當於最大HP {P}%的護盾,戦闘開始時、最大HPの{P}%に相当するシールドを獲得
MLUA_WEAPONTIERDATALOGIC_118,빛의 수련기사 로브,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:467,bichof  canryeongisa Robe,bich的 可以ryeongisa 長袍,bichの 可能ryeongisa ローブ
MLUA_WEAPONTIERDATALOGIC_119,몬스터 50마리 처치 시 HP {P}% 회복,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:467 | RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:479,Restore {P}% HP when you defeat 50 monsters,擊殺50隻怪物時恢復{P}% HP,モンスターを50体倒すとHPを{P}%回復
MLUA_WEAPONTIERDATALOGIC_120,여제의 쓸만한 로브,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:470,yeojeof  usemanone Robe,yeoje的 使用man一 長袍,yeojeの 使うman1つ ローブ
MLUA_WEAPONTIERDATALOGIC_121,템페스트 후드로브,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:471,tempeseuteu afterdeuRobe,tempeseuteu 後deu長袍,tempeseuteu 後deuローブ
MLUA_WEAPONTIERDATALOGIC_122,HP 30% 이하일 때 받는 피해 {P}% 감소,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:471 | RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:481,HP 30% is hail when received Damage {P}% Reduction,HP 30% hail 時 受到 傷害 {P}% 減少,HP 30% hail とき 受ける ダメージ {P}% 減少
MLUA_WEAPONTIERDATALOGIC_123,얼티밋 슈트,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:472,eoltimis Suit,eoltimis 套裝,eoltimis スーツ
MLUA_WEAPONTIERDATALOGIC_124,치명적인 피해를 받을 때 5초 무적(전투당 1회),RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:472,chi targetsEnemyin Damage  receive when 5s Invincible(Battleper 1times),chi個目標敵人in 傷害 獲得 時 5秒 無敵(戰鬥每 1次),chi体敵in ダメージ 受け取る とき 5秒 無敵(戦闘あたり 1回)
MLUA_WEAPONTIERDATALOGIC_125,기사단 제복,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:477,gisadan jebok,gisadan jebok,gisadan jebok
MLUA_WEAPONTIERDATALOGIC_126,10주년 화이트 슈트,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:478,10junyeon hwais teu Suit,10junyeon hwateu 套裝,10junyeon hwateu スーツ
MLUA_WEAPONTIERDATALOGIC_127,메이플 베릴 리센느,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:479,Maple beril risenneu,mepeul beril risenneu,mepeul beril risenneu
MLUA_WEAPONTIERDATALOGIC_128,메이플 래티넘 리센느,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:480,Maple raetineom risenneu,mepeul raetineom risenneu,mepeul raetineom risenneu
MLUA_WEAPONTIERDATALOGIC_129,피격 시 {P}% 확률로 피해 무효화,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:480,{P}% chance to nullify damage when hit,受到攻擊時有{P}%機率使傷害無效,攻撃を受けた時、{P}%の確率でダメージを無効化
MLUA_WEAPONTIERDATALOGIC_130,메이플 이올렛 슈트,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:481,Maple is olres Suit,mepeul olres 套裝,mepeul olres スーツ
MLUA_WEAPONTIERDATALOGIC_131,10주년 블랙 슈트,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:482,10junyeon beulraek Suit,10junyeon beulraek 套裝,10junyeon beulraek スーツ
MLUA_WEAPONTIERDATALOGIC_132,HP가 20% 이하가 되면 즉시 HP {P}% 회복(전투당 1회),RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:482,HP  20% is ha  doemyeon jeuksi HP {P}% Restore(Battleper 1times),HP 20% ha doemyeon jeuksi HP {P}% 恢復(戰鬥每 1次),HP 20% ha doemyeon jeuksi HP {P}% 回復(戦闘あたり 1回)
MLUA_WEAPONTIERDATALOGIC_133,신문지 투구,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:487,sinmunji Helmet,sinmunji 頭盔,sinmunji ヘルム
MLUA_WEAPONTIERDATALOGIC_134,본 헬름,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:488,bon helreum,bon helreum,bon helreum
MLUA_WEAPONTIERDATALOGIC_135,공격력 +{P}%,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:488 | RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:490,Attackryeok +{P}%,攻擊ryeok +{P}%,攻撃ryeok +{P}%
MLUA_WEAPONTIERDATALOGIC_136,자쿰의 투구,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:489,jakumof  Helmet,jakum的 頭盔,jakumの ヘルム
MLUA_WEAPONTIERDATALOGIC_137,몬스터 50마리 처치 시 모든 스킬 쿨타임 {P}% 감소,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:489,Defeating 50 monsters reduces all skill cooldowns by {P}%,擊殺50隻怪物時所有技能冷卻時間減少{P}%,モンスターを50体倒すとすべてのスキルのクールタイム{P}%減少
MLUA_WEAPONTIERDATALOGIC_138,데비존의 모자,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:490,debijonof  moja,debijon的 moja,debijonの moja
MLUA_WEAPONTIERDATALOGIC_139,템페스트 깃털모자,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:493,tempeseuteu gisteolmoja,tempeseuteu gisteolmoja,tempeseuteu gisteolmoja
MLUA_WEAPONTIERDATALOGIC_140,스킬 사용 시 다음 기본 공격의 대미지 {P}% 증가 (10초),RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:493,Using a skill increases the damage of the next basic attack by {P}% (10s),使用技能時，下一次基本攻擊傷害增加{P}%（10秒）,スキル使用時、次の通常攻撃のダメージ{P}%増加（10秒）
MLUA_WEAPONTIERDATALOGIC_141,벨룸의 헬름,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:494,belrumof  helreum,belrum的 helreum,belrumの helreum
MLUA_WEAPONTIERDATALOGIC_142,스킬 사용 후 다음 스킬의 대미지 {P}% 증가 (10초),RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:494,Skill Use after Next Skillof  Damage {P}% Increase (10s),技能 使用 後 下一個 技能的 傷害 {P}% 增加 (10秒),スキル 使用 後 次 スキルの ダメージ {P}% 増加 (10秒)
MLUA_WEAPONTIERDATALOGIC_143,노가다 목장갑,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:499,no da mokGloves,noda mok手套,noda mok手袋
MLUA_WEAPONTIERDATALOGIC_144,알타이르 글러브,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:500,alhitsis reu geulreobeu,al擊reu geulreobeu,alヒットreu geulreobeu
MLUA_WEAPONTIERDATALOGIC_145,기본 공격 대미지 +{P}%,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:500,Basic Attack Damage +{P}%,基本 攻擊 傷害 +{P}%,基本 攻撃 ダメージ +{P}%
MLUA_WEAPONTIERDATALOGIC_146,하드레더 글로브,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:502,hadeuremore geulRobe,hadeure更多 geul長袍,hadeureさらに geulローブ
MLUA_WEAPONTIERDATALOGIC_147,기본 공격 20회마다 다음 기본 공격의 치명타 확률 +{P}% 증가 (5초),RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:502,Basic Attack 20timesevery Next Basic Attackof  Critical Chance +{P}% Increase (5s),基本 攻擊 20次每 下一個 基本 攻擊的 chi個目標擊 機率 +{P}% 增加 (5秒),基本 攻撃 20回ごとに 次 基本 攻撃の chi体ヒット 確率 +{P}% 増加 (5秒)
MLUA_WEAPONTIERDATALOGIC_148,해군 함장의 장갑,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:503,haegun hamjangof  Gloves,haegun hamjang的 手套,haegun hamjangの 手袋
MLUA_WEAPONTIERDATALOGIC_149,기본 공격 30회마다 다음 기본 공격의 대미지 {P}% 증가,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:503,Basic Attack 30timesevery Next Basic Attackof  Damage {P}% Increase,基本 攻擊 30次每 下一個 基本 攻擊的 傷害 {P}% 增加,基本 攻撃 30回ごとに 次 基本 攻撃の ダメージ {P}% 増加
MLUA_WEAPONTIERDATALOGIC_150,무공의 장갑,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:504,mugongof  Gloves,mugong的 手套,mugongの 手袋
MLUA_WEAPONTIERDATALOGIC_151,기본 공격으로 적 처치 시 다음 기본 공격의 대미지 {P}% 증가,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:504,Defeating an enemy with a basic attack increases the damage of the next basic attack by {P}%,以基本攻擊擊殺敵人時，下一次基本攻擊傷害增加{P}%,通常攻撃で敵を倒すと、次の通常攻撃のダメージ{P}%増加
MLUA_WEAPONTIERDATALOGIC_152,소공의 장갑,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:505,sogongof  Gloves,sogong的 手套,sogongの 手袋
MLUA_WEAPONTIERDATALOGIC_153,기본 공격 10회마다 강화 공격 발동 (기본 공격 대미지의 200%),RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:505,Basic Attack 10timesevery Upgrade Attack Activate (Basic Attack Damageof  200%),基本 攻擊 10次每 強化 攻擊 發動 (基本 攻擊 傷害的 200%),基本 攻撃 10回ごとに 強化 攻撃 発動 (基本 攻撃 ダメージの 200%)
MLUA_WEAPONTIERDATALOGIC_154,허름한 망토,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:510,heoreumone Cloak,heoreum一 披風,heoreum1つ マント
MLUA_WEAPONTIERDATALOGIC_155,온화의 망토,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:511,onhwaof  Cloak,onhwa的 披風,onhwaの マント
MLUA_WEAPONTIERDATALOGIC_156,피해량 +{P}%,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:511,Damage +{P}%,傷害 +{P}%,ダメージ +{P}%
MLUA_WEAPONTIERDATALOGIC_157,이카루스 망토,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:513,is karuseu Cloak,karuseu 披風,karuseu マント
MLUA_WEAPONTIERDATALOGIC_158,몬스터 50마리 처치 시 피해량 +{P}% (10초),RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:513,Defeating 50 monsters increases damage by +{P}% (10s),擊殺50隻怪物時傷害+{P}%（10秒）,モンスターを50体倒すとダメージ+{P}%（10秒）
MLUA_WEAPONTIERDATALOGIC_159,검은색 가이아의 망토,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:514,Black  is aof  Cloak,黑色 a的 披風,黒い aの マント
MLUA_WEAPONTIERDATALOGIC_160,엘리트/보스 몬스터에게 주는 피해량 +{P}%,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:514 | RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:516,Elite/Boss Monsterin ge ju  Damage +{P}%,菁英/首領 怪物在ge ju 傷害 +{P}%,エリート/ボス モンスターにge ju ダメージ +{P}%
MLUA_WEAPONTIERDATALOGIC_161,빨간색 세라프의 망토,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:515,Redsaek serapeuof  Cloak,紅色saek serapeu的 披風,赤いsaek serapeuの マント
MLUA_WEAPONTIERDATALOGIC_162,체력 +{P}%,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:515,HP +{P}%,生命值 +{P}%,HP +{P}%
MLUA_WEAPONTIERDATALOGIC_163,파란색 자일즈의 망토,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:516,Bluesaek jailjeuof  Cloak,藍色saek jailjeu的 披風,青いsaek jailjeuの マント
MLUA_WEAPONTIERDATALOGIC_164,기본 공격시 %s%% 확률 %s,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:929,Basic Attacksi %s%% Chance %s,基本 攻擊si %s%% 機率 %s,基本 攻撃si %s%% 確率 %s
MLUA_WORLDCHARACTERSELECTUI_001,아르카나,RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:88 | /ui/TitleGroup/SkillPanel/CharacterFilterList/btnCharArcana,Arcana,Arcana,アルカナ
MLUA_WORLDCHARACTERSELECTUI_002,번개와 얼음을 자유자재로 다루는 살짝 어벙한 마법사,RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:88,beonand  Ice  freely daru  saljjak clumsy Mage,閃電與 冰 自由地 daru saljjak 笨拙 法師,雷と 氷 自在に daru saljjak おっちょこちょいな 魔法使い
MLUA_WORLDCHARACTERSELECTUI_003,장비 250개를 획득하세요!,RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:98 | RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:319,Obtain 250 pieces of equipment!,獲得250件裝備！,装備を250個獲得しよう！
MLUA_WORLDCHARACTERSELECTUI_004,"아무 몬스터 100,000마리를 처치하세요!",RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:102 | RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:333,"Defeat 100,000 monsters of any kind!","擊殺任意怪物100,000隻！","モンスターを何でもいいので100,000体倒そう！"
MLUA_WORLDCHARACTERSELECTUI_006,폭풍을 머금은 화살로 전장을 휩쓰는 궁수,RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:284,Storm  imbued with Arrowswith the battlefield hwipsseu  Archer,風暴 蘊含 箭矢以 jeonjang hwipsseu 弓箭手,嵐 宿した 矢で jeonjang hwipsseu 弓使い
MLUA_WORLDCHARACTERSELECTUI_007,태초의 마을에 숨겨진 봉인을 찾아 해제하세요!,RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:288,Find and break the seal hidden in the Village of Beginnings!,尋找並解除太初村莊中隱藏的封印！,始まりの村に隠された封印を見つけて解除しよう！
MLUA_WORLDCHARACTERSELECTUI_008,강인한 육체와 엄청난 힘으로 적을 압도하는 전사,RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:300,powerful yukcheand  tremendous himby enemies overwhelming Warrior,強韌 yukche與 驚人 him以 敵人 壓倒 戰士,強靭な yukcheと 圧倒的な himで 敵を 圧倒する 戦士
MLUA_WORLDCHARACTERSELECTUI_009,구름정원 콜로세움에서 1위를 차지하세요!,RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:304,Take 1st place in the Cloud Garden Coliseum!,在雲庭園競技場取得第1名！,雲の庭園コロシアムで1位を獲得しよう！
MLUA_WORLDCHARACTERSELECTUI_010,준비 중인 캐릭터입니다.,RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:378,Character in preparation.,準備 期間in 角色ipnida.,準備 中in キャラクターipnida.
MLUA_ZONE21ALIENEASTEREGGLOGIC_001,외계인의 습격이 일어납니다!,RootDesk/MyDesk/Zone21AlienEasterEggLogic.mlua:48,Alien invasionis  ileonapnida!,oegyein的 襲擊 ileonapnida!,oegyeinの 襲撃 ileonapnida!
UI_ACHIEVEMENTGROUP_001,모두 받기,/ui/AchievementGroup/Panel/BtnClaimAll,Claim All,全部 領取,すべて 受け取る
UI_ACHIEVEMENTGROUP_002,업적 달성 0 / 50,/ui/AchievementGroup/Panel/CountText,Achievement Achieve 0 / 50,成就 達成 0 / 50,実績 達成 0 / 50
UI_ACHIEVEMENTGROUP_003,업적 조건,/ui/AchievementGroup/Panel/List/Grid/RowTemplate/DescText,Achievement Condition,成就 條件,実績 条件
UI_ACHIEVEMENTGROUP_004,업적 이름,/ui/AchievementGroup/Panel/List/Grid/RowTemplate/NameText,Achievement Name,成就 名稱,実績 名前
UI_CHARACTERUNLOCKGROUP_001,획득,/ui/CharacterUnlockGroup/Panel/BtnAcquire,Obtain,獲得,獲得
UI_DEFAULTGROUP_001,보너스 스테이지,/ui/DefaultGroup/BonusBossBoard/Inner/Label | /ui/DefaultGroup/Map10BonusBossBoard/Inner/Label,Bonus seuteis ji,加成 seuteji,ボーナス seuteji
UI_DEFAULTGROUP_002,쿨타임 : 0s,/ui/DefaultGroup/CardTooltip/TooltipCd,Cooldown : 0s,冷卻時間 : 0s,クールタイム : 0s
